place,time,pace,age,gender,location,state,divPlace,divTot
3132,85.1,8.51,29.0,M,Washington DC,DC,703.0,1457.0
2112,87.75,8.775,39.0,F,Ellicott City MD,MD,255.0,1367.0
6751,105.32,10.532,47.0,F,McLean VA,VA,374.0,554.0
6385,103.88,10.388,28.0,F,Falls Church VA,VA,1943.0,2782.0
7154,135.6,13.56,42.0,M,Lorton VA,VA,926.0,931.0
4288,96.12,9.612,23.0,F,Washington DC,DC,547.0,974.0
4933,94.88,9.488,57.0,M,New York NY,NY,227.0,375.0
9553,132.7,13.27,31.0,F,Manassas VA,VA,2180.0,2228.0
5769,100.72,10.072,43.0,M,Severn MD,MD,747.0,931.0
7478,108.83,10.883,25.0,F,Philadelphia PA,PA,2261.0,2782.0
3490,93.4,9.34,31.0,F,Alexandria VA,VA,760.0,2228.0
8056,112.7,11.27,26.0,F,Washington DC,DC,2388.0,2782.0
5973,102.67,10.267,43.0,M,Ramsey NJ,NJ,770.0,931.0
2735,82.97,8.297,32.0,M,Columbia MD,MD,609.0,1490.0
8224,113.92,11.392,37.0,F,Silver Spring MD,MD,1126.0,1367.0
2672,82.65,8.265,37.0,M,Bethesda MD,MD,389.0,1093.0
4329,96.25,9.625,26.0,F,Chestnut Hill MA,MA,1340.0,2782.0
4522,92.38,9.238,42.0,M,Arlington VA,VA,595.0,931.0
4737,93.72,9.372,25.0,M,Arlington VA,VA,1020.0,1457.0
5832,101.23,10.123,29.0,M,Baltimore MD,MD,1225.0,1457.0
8561,116.25,11.625,38.0,F,Shrewbury PA,PA,1180.0,1367.0
6210,105.18,10.518,31.0,M,Astoria NY,NY,1312.0,1490.0
6966,120.07,12.007,36.0,M,Richmond VA,VA,1057.0,1093.0
2138,87.83,8.783,42.0,F,Greenbelt MD,MD,210.0,974.0
1798,77.53,7.753000000000000,34.0,M,Baltimore MD,MD,408.0,1490.0
2982,91.4,9.14,29.0,F,Arlington VA,VA,939.0,2782.0
3917,89.03,8.903000000000000,33.0,M,Columbia MD,MD,859.0,1490.0
5713,101.12,10.112,43.0,F,Columbia MD,MD,544.0,974.0
1180,82.5,8.25,25.0,F,New York NY,NY,382.0,2782.0
6980,120.45,12.045,38.0,M,Mars PA,PA,1058.0,1093.0
5118,96.03,9.603,28.0,M,Philadelphia PA,PA,1097.0,1457.0
5596,100.73,10.073,60.0,F,Alexandria VA,VA,25.0,93.0
9573,133.78,13.378,64.0,F,Washington DC,DC,87.0,93.0
8870,119.33,11.933,24.0,F,Annapolis MD,MD,931.0,974.0
4706,93.52,9.352,38.0,M,Haymarket VA,VA,730.0,1093.0
6112,102.75,10.275,32.0,F,Centreville VA,VA,1354.0,2228.0
601,68.12,6.812,27.0,M,Washington DC,DC,155.0,1457.0
960,80.75,8.075,27.0,F,Washington Dc DC,DC,317.0,2782.0
3234,92.48,9.248,22.0,F,Washington DC,DC,428.0,974.0
5534,100.5,10.05,37.0,F,Dacula GA,GA,745.0,1367.0
2494,81.6,8.16,26.0,M,Washington DC,DC,591.0,1457.0
9275,125.73,12.573,50.0,F,Alexandria VA,VA,379.0,397.0
3614,93.85,9.385,33.0,F,Brooklyn NY,NY,781.0,2228.0
7594,109.58,10.958,31.0,F,Washington DC,DC,1701.0,2228.0
3856,88.72,8.872,35.0,M,Alexandria VA,VA,598.0,1093.0
6661,111.92,11.192,28.0,M,McLean VA,VA,1371.0,1457.0
3924,89.1,8.91,25.0,M,Washington DC,DC,860.0,1457.0
7067,126.78,12.678,89.0,M,Springfield VA,VA,3.0,3.0
1646,76.58,7.658000000000000,33.0,M,Washington DC,DC,383.0,1490.0
4690,97.45,9.745,49.0,F,Kings Park NY,NY,242.0,554.0
5114,96.02,9.602,24.0,M,Washington DC,DC,266.0,347.0
9556,132.87,13.287,30.0,F,Woodbridge VA,VA,2181.0,2228.0
383,65.37,6.537000000000000,45.0,M,Arlington VA,VA,28.0,648.0
3242,92.5,9.25,38.0,F,Arlington VA,VA,426.0,1367.0
2341,80.57,8.057,40.0,M,Alexandria VA,VA,299.0,931.0
1904,86.8,8.68,34.0,F,Johnstown PA,PA,422.0,2228.0
764,79.17,7.917000000000000,31.0,F,Derwood MD,MD,179.0,2228.0
7235,107.7,10.77,34.0,F,Frederick MD,MD,1616.0,2228.0
7745,110.48,11.048,47.0,F,Arlington VA,VA,430.0,554.0
938,80.55,8.055,28.0,F,Phoenixville PA,PA,309.0,2782.0
4387,96.5,9.65,44.0,F,Darnestown MD,MD,405.0,974.0
3763,88.23,8.823,38.0,M,Towson MD,MD,583.0,1093.0
5340,99.82,9.982,34.0,F,Washington DC,DC,1194.0,2228.0
1927,86.9,8.69,29.0,F,Arlington VA,VA,618.0,2782.0
998,71.98,7.198,45.0,M,Ellicott City MD,MD,81.0,648.0
8593,116.62,11.662,32.0,F,Washington DC,DC,1945.0,2228.0
6624,111.35,11.135,62.0,M,Crofton MD,MD,165.0,196.0
6666,104.95,10.495,58.0,F,Leesburg VA,VA,126.0,236.0
2857,90.9,9.09,28.0,F,Washington DC,DC,900.0,2782.0
759,69.75,6.975,47.0,M,Potomac MD,MD,57.0,648.0
128,59.68,5.968,36.0,M,Washington DC,DC,14.0,1093.0
1552,75.97,7.597,27.0,M,Fairfax VA,VA,369.0,1457.0
2423,89.02,8.902000000000000,46.0,F,Fredericksburg VA,VA,121.0,554.0
4454,96.75,9.675,43.0,F,New York NY,NY,414.0,974.0
2266,88.33,8.833,25.0,F,Arlington VA,VA,716.0,2782.0
3769,88.28,8.828,55.0,M,Kimberton PA,PA,151.0,375.0
6198,105.0,10.5,22.0,M,Arlington VA,VA,320.0,347.0
6770,105.38,10.538,36.0,F,Washington DC,DC,914.0,1367.0
6897,118.0,11.8,29.0,M,Reston VA,VA,1413.0,1457.0
3765,94.37,9.437,34.0,F,Green River WY,WY,815.0,2228.0
1660,85.58,8.558,41.0,F,Norway,Norway,159.0,974.0
9551,132.6,13.26,30.0,F,Alexandria VA,VA,2179.0,2228.0
9338,127.07,12.707,39.0,F,Falls Church VA,VA,1301.0,1367.0
3391,86.42,8.642000000000000,15.0,M,Washington DC,DC,41.0,66.0
4377,91.67,9.167,41.0,M,Springfield VA,VA,572.0,931.0
6665,104.93,10.493,58.0,F,Pennsylvania Furn PA,PA,125.0,236.0
9028,121.18,12.118,28.0,F,Washington DC,DC,2634.0,2782.0
7420,108.52,10.852,45.0,F,Newburg MD,MD,407.0,554.0
1566,85.08,8.508,27.0,F,Washington DC,DC,503.0,2782.0
6889,106.02,10.602,39.0,F,Hyattsville MD,MD,933.0,1367.0
2733,90.35,9.035,33.0,F,Arlington VA,VA,605.0,2228.0
4975,95.1,9.51,52.0,M,Alexandria VA,VA,329.0,483.0
5723,101.17,10.117,42.0,F,Great Falls VA,VA,545.0,974.0
2270,80.07,8.007,47.0,M,Mount Airy MD,MD,201.0,648.0
7673,110.03,11.003,34.0,F,Alexandria VA,VA,1721.0,2228.0
1603,76.35,7.635,43.0,M,Gainesville VA,VA,196.0,931.0
3118,85.0,8.5,49.0,M,Stafford VA,VA,269.0,648.0
7757,110.52,11.052,34.0,F,Va VA,VA,1746.0,2228.0
797,70.15,7.015,20.0,M,Ellicott City MD,MD,55.0,347.0
7096,107.07,10.707,19.0,F,Columbia MD,MD,64.0,83.0
93,66.72,6.6720000000000000,32.0,F,Fort Belvoir VA,VA,22.0,2228.0
1393,75.08,7.508000000000000,42.0,M,Annapolis MD,MD,156.0,931.0
3109,84.98,8.498,23.0,M,Washington D.C. DC,DC,171.0,347.0
5154,96.3,9.63,32.0,M,Silver Spring MD,MD,1100.0,1490.0
3024,91.62,9.162,36.0,F,Rockville MD,MD,394.0,1367.0
6982,106.47,10.647,36.0,F,Chicago IL,IL,944.0,1367.0
1237,82.87,8.287,29.0,F,Frederick MD,MD,399.0,2782.0
372,74.68,7.468,37.0,F,Virginia Beach VA,VA,43.0,1367.0
4273,96.08,9.608,41.0,F,University City MO,MO,399.0,974.0
2197,88.05,8.805,38.0,F,College Park MD,MD,271.0,1367.0
898,80.32,8.032,40.0,F,Bear DE,DE,79.0,974.0
3011,84.57,8.457,48.0,M,Staunton VA,VA,256.0,648.0
1231,82.83,8.283,62.0,F,Bethesda MD,MD,3.0,93.0
3528,93.58,9.358,48.0,F,Bel Air MD,MD,184.0,554.0
6986,120.83,12.083,33.0,M,Washington D.C. DC,DC,1450.0,1490.0
583,67.93,6.793000000000000,32.0,M,Washington DC,DC,165.0,1490.0
2465,81.37,8.137,26.0,M,Washington DC,DC,585.0,1457.0
4332,91.37,9.137,33.0,M,Philadelphia PA,PA,931.0,1490.0
84,57.62,5.7620000000000000,29.0,M,Alexandria VA,VA,36.0,1457.0
1608,85.33,8.533,28.0,F,Arlington VA,VA,520.0,2782.0
5044,95.62,9.562,26.0,M,Washington DC,DC,1084.0,1457.0
4176,95.82,9.582,47.0,F,Arlington VA,VA,219.0,554.0
1824,77.7,7.77,14.0,M,Downingtown PA,PA,25.0,66.0
2118,87.77,8.777000000000000,27.0,F,Alexandria VA,VA,678.0,2782.0
4937,94.93,9.493,34.0,M,Arlington VA,VA,1056.0,1490.0
5016,98.57,9.857,37.0,F,Reston VA,VA,667.0,1367.0
5088,98.83,9.883,26.0,F,Belcamp MD,MD,1574.0,2782.0
5388,97.73,9.773,54.0,M,Emerson NJ,NJ,357.0,483.0
8669,117.33,11.733,34.0,F,Bethpage NY,NY,1961.0,2228.0
2228,79.88,7.988000000000000,53.0,M,Washington DC,DC,137.0,483.0
3963,95.12,9.512,29.0,F,Alexandria VA,VA,1223.0,2782.0
6006,102.93,10.293,36.0,M,McLean VA,VA,919.0,1093.0
5141,99.02,9.902,25.0,F,Washington DC,DC,1591.0,2782.0
1746,86.07,8.607000000000000,30.0,F,Washington DC,DC,386.0,2228.0
1381,83.88,8.388,30.0,F,Bronx NY,NY,313.0,2228.0
7280,107.85,10.785,28.0,F,Catonsville MD,MD,2205.0,2782.0
415,65.83,6.583000000000000,27.0,M,Frostburg MD,MD,110.0,1457.0
9124,122.7,12.27,42.0,F,Arlington VA,VA,904.0,974.0
1203,73.58,7.358,40.0,M,Vienna VA,VA,129.0,931.0
8451,115.43,11.543,26.0,F,Arlington VA,VA,2492.0,2782.0
5427,98.03,9.803,38.0,M,Alexandria VA,VA,832.0,1093.0
7523,109.15,10.915,44.0,F,Alexandria VA,VA,732.0,974.0
1915,86.88,8.688000000000000,28.0,F,Washington DC,DC,615.0,2782.0
7230,107.67,10.767,31.0,F,Washington DC,DC,1614.0,2228.0
6590,104.67,10.467,32.0,F,Arlington VA,VA,1469.0,2228.0
2679,82.7,8.27,31.0,M,Washington D.C. DC,DC,598.0,1490.0
4556,97.08,9.708,36.0,F,Washington DC,DC,605.0,1367.0
1212,73.65,7.365,42.0,M,Hagerstown MD,MD,131.0,931.0
4575,97.15,9.715,30.0,F,Washington DC,DC,1015.0,2228.0
4024,95.27,9.527,30.0,F,Arlington VA,VA,882.0,2228.0
1353,83.67,8.367,26.0,F,Arlington VA,VA,439.0,2782.0
6829,115.75,11.575,61.0,M,Springfield VA,VA,177.0,196.0
971,71.78,7.178,25.0,M,Washington DC,DC,230.0,1457.0
4858,94.48,9.448,34.0,M,Arlington VA,VA,1039.0,1490.0
478,75.95,7.595,33.0,F,Washington DC,DC,108.0,2228.0
753,69.72,6.972,30.0,M,Arlington VA,VA,202.0,1490.0
6446,108.25,10.825,52.0,M,Washington DC,DC,435.0,483.0
9268,125.52,12.552,28.0,F,Gaithersburg MD,MD,2687.0,2782.0
1722,77.12,7.7120000000000000,48.0,M,Washington DC,DC,149.0,648.0
7456,108.73,10.873,51.0,F,Gaithersburg MD,MD,284.0,397.0
8585,116.48,11.648,46.0,F,Houston TX,TX,479.0,554.0
3460,93.3,9.33,28.0,F,Washington DC,DC,1078.0,2782.0
7431,108.58,10.858,24.0,F,Arlington VA,VA,808.0,974.0
5952,102.1,10.21,42.0,F,Columbia MD,MD,569.0,974.0
2833,90.78,9.078,26.0,F,Washington DC,DC,892.0,2782.0
2783,83.25,8.325,45.0,M,Great Falls VA,VA,240.0,648.0
1087,81.8,8.18,55.0,F,Burke VA,VA,12.0,236.0
5231,96.75,9.675,40.0,M,Washington DC,DC,676.0,931.0
4500,96.9,9.69,30.0,F,Washington DC,DC,996.0,2228.0
1232,73.82,7.3820000000000000,29.0,M,Washington DC,DC,291.0,1457.0
5816,101.53,10.153,26.0,F,Washington DC,DC,1775.0,2782.0
2120,79.23,7.923000000000000,60.0,M,Arlington VA,VA,29.0,196.0
1561,85.03,8.503,41.0,F,Washington DC,DC,153.0,974.0
6582,110.38,11.038,28.0,M,Arlington VA,VA,1361.0,1457.0
3328,86.07,8.607000000000000,29.0,M,Arlington VA,VA,743.0,1457.0
5842,101.35,10.135,41.0,M,Arlington VA,VA,756.0,931.0
5653,99.88,9.988,25.0,M,Washington DC,DC,1193.0,1457.0
5776,101.38,10.138,32.0,F,Brookline MA,MA,1284.0,2228.0
5733,101.22,10.122,35.0,F,Washington DC,DC,773.0,1367.0
3349,92.88,9.288,32.0,F,Alexandria VA,VA,716.0,2228.0
8844,118.98,11.898,39.0,F,Bristow VA,VA,1221.0,1367.0
3486,86.9,8.69,33.0,M,Bethesda DC,DC,768.0,1490.0
4165,90.45,9.045,34.0,M,Washington DC,DC,908.0,1490.0
6313,106.57,10.657,45.0,M,Sparks MD,MD,562.0,648.0
7014,122.33,12.233,29.0,M,New Brunswick NJ,NJ,1439.0,1457.0
5145,99.02,9.902,27.0,F,Washington DC,DC,1593.0,2782.0
6547,104.47,10.447,27.0,F,Springfield VA,VA,1999.0,2782.0
5591,99.37,9.937,27.0,M,Silver Spring MD,MD,1180.0,1457.0
3760,88.22,8.822000000000000,39.0,M,Sterling VA,VA,582.0,1093.0
56,64.1,6.41,26.0,F,Washington DC,DC,30.0,2782.0
7359,108.22,10.822,43.0,F,Gaithersburg MD,MD,714.0,974.0
7385,108.37,10.837,40.0,F,North Potomac MD,MD,722.0,974.0
718,69.4,6.94,39.0,M,Montgomery Villag MD,MD,99.0,1093.0
6046,103.3,10.33,37.0,M,Broadlands VA,VA,929.0,1093.0
3174,85.33,8.533,51.0,M,Myersville MD,MD,198.0,483.0
536,76.68,7.668000000000000,28.0,F,Arlington VA,VA,182.0,2782.0
4689,93.4,9.34,32.0,M,Evanscity PA,PA,1003.0,1490.0
901,71.12,7.112,33.0,M,Long Island City NY,NY,230.0,1490.0
2194,88.03,8.803000000000000,36.0,F,New York NY,NY,270.0,1367.0
4234,90.77,9.077,54.0,M,Vienna VA,VA,269.0,483.0
3745,88.15,8.815,48.0,M,Alexandria VA,VA,327.0,648.0
8592,116.6,11.66,54.0,F,Reisterstown MD,MD,347.0,397.0
5547,100.57,10.057,59.0,F,Bow NH,NH,93.0,236.0
5710,101.1,10.11,46.0,F,Potomac MD,MD,309.0,554.0
2404,88.9,8.89,35.0,F,South Riding VA,VA,307.0,1367.0
7578,109.53,10.953,38.0,F,Alexandria VA,VA,1030.0,1367.0
5472,98.32,9.832,28.0,M,Washington DC,DC,1155.0,1457.0
4696,93.45,9.345,30.0,M,Washington DC,DC,1005.0,1490.0
3250,85.65,8.565,34.0,M,Fairfax VA,VA,714.0,1490.0
2162,87.9,8.79,23.0,F,California MD,MD,280.0,974.0
6572,110.1,11.01,50.0,M,Willoughby OH,OH,449.0,483.0
8493,115.68,11.568,52.0,F,Bristow VA,VA,341.0,397.0
470,66.57,6.657,35.0,M,Washington DC,DC,63.0,1093.0
3751,88.17,8.817,50.0,M,Needham MA,MA,239.0,483.0
1766,77.38,7.738000000000000,32.0,M,Washington DC,DC,402.0,1490.0
3038,91.67,9.167,50.0,F,Fairfax VA,VA,98.0,397.0
85,57.78,5.778,30.0,M,Charlotte NC,NC,22.0,1490.0
4390,96.5,9.65,26.0,F,Deptford NJ,NJ,1366.0,2782.0
5761,101.32,10.132,41.0,F,Silver Spring MD,MD,550.0,974.0
1958,87.1,8.71,31.0,F,Leesburg VA,VA,434.0,2228.0
1308,74.43,7.443,26.0,M,Philadelphia PA,PA,309.0,1457.0
6558,104.52,10.452,56.0,F,Myervsille MD,MD,123.0,236.0
5731,100.43,10.043,52.0,M,Great Mills MD,MD,375.0,483.0
7912,111.6,11.16,66.0,F,Merrimack NH,NH,24.0,35.0
6434,104.05,10.405,54.0,F,Centreville VA,VA,219.0,397.0
5742,100.53,10.053,40.0,M,Midlothian VA,VA,744.0,931.0
854,79.87,7.987,35.0,F,Washington DC,DC,103.0,1367.0
9528,131.93,13.193,32.0,F,Fairfax VA,VA,2170.0,2228.0
3416,86.53,8.653000000000000,28.0,M,Fort Lauderdale FL,FL,766.0,1457.0
6356,107.12,10.712,38.0,M,Washington DC,DC,976.0,1093.0
6552,104.5,10.45,25.0,F,Bethesda MD,MD,2001.0,2782.0
6795,114.92,11.492,67.0,M,Huntingdon Valley PA,PA,62.0,79.0
5634,99.73,9.973,43.0,M,Paoli PA,PA,734.0,931.0
5121,98.95,9.895,46.0,F,Centreville VA,VA,267.0,554.0
6302,103.55,10.355,30.0,F,Washington DC,DC,1412.0,2228.0
7138,107.27,10.727,67.0,F,Bethesda MD,MD,18.0,35.0
9180,123.68,12.368,24.0,F,Arlington VA,VA,953.0,974.0
6966,106.37,10.637,25.0,F,Washington DC,DC,2125.0,2782.0
6684,112.38,11.238,42.0,M,Potomac Falls VA,VA,873.0,931.0
4713,97.52,9.752,38.0,F,Chicago IL,IL,626.0,1367.0
7870,111.33,11.133,40.0,F,Washington DC,DC,769.0,974.0
3970,89.32,8.932,30.0,M,Columbia MD,MD,868.0,1490.0
830,70.45,7.045,24.0,M,Arlington VA,VA,58.0,347.0
2853,90.87,9.087,35.0,F,Cutchogue NY,NY,369.0,1367.0
3070,91.75,9.175,23.0,F,Annapolis MD,MD,404.0,974.0
8521,115.92,11.592,48.0,F,McLean VA,VA,475.0,554.0
4436,91.97,9.197,33.0,M,Arlington VA,VA,960.0,1490.0
6947,119.53,11.953,51.0,M,Ellicott City MD,MD,474.0,483.0
4836,94.35,9.435,31.0,M,Brooklyn NY,NY,1036.0,1490.0
3809,88.52,8.852,41.0,M,Chevy Chase MD,MD,481.0,931.0
4199,90.6,9.06,34.0,M,Severna Park MD,MD,910.0,1490.0
815,79.6,7.96,26.0,F,Arlington VA,VA,269.0,2782.0
6505,104.32,10.432,32.0,F,Washington DC,DC,1460.0,2228.0
629,68.43,6.843,23.0,M,Arlington VA,VA,45.0,347.0
4131,90.2,9.02,39.0,M,Frostburg MD,MD,640.0,1093.0
1208,82.67,8.267000000000000,29.0,F,Alexandria VA,VA,391.0,2782.0
3324,86.05,8.605,36.0,M,Arlington VA,VA,505.0,1093.0
4960,95.05,9.505,22.0,M,Columbia MD,MD,253.0,347.0
8876,119.43,11.943,16.0,F,Vienna VA,VA,76.0,83.0
1324,83.53,8.353,29.0,F,Washington DC,DC,428.0,2782.0
5007,98.52,9.852,38.0,F,Dedham MA,MA,665.0,1367.0
8475,115.55,11.555,32.0,F,King George VA,VA,1921.0,2228.0
6172,104.63,10.463,44.0,M,Arlington VA,VA,796.0,931.0
5122,98.95,9.895,30.0,F,Silver Spring MD,MD,1138.0,2228.0
4352,96.33,9.633,29.0,F,Brooklyn NY,NY,1349.0,2782.0
6312,103.62,10.362,29.0,F,Washington DC,DC,1927.0,2782.0
3738,94.27,9.427,21.0,F,College Park MD,MD,493.0,974.0
3877,88.82,8.882,42.0,M,Waldorf MD,MD,494.0,931.0
1626,76.5,7.65,26.0,M,Washington DC,DC,391.0,1457.0
5787,100.88,10.088,38.0,M,Washington DC,DC,887.0,1093.0
1615,76.43,7.643,25.0,M,Baltimore MD,MD,388.0,1457.0
3718,88.0,8.8,23.0,M,Arlington VA,VA,197.0,347.0
2635,89.95,8.995,41.0,F,Durham NC,NC,255.0,974.0
3868,88.77,8.877,58.0,M,Washington DC,DC,157.0,375.0
6318,106.67,10.667,38.0,M,Falls Church VA,VA,970.0,1093.0
2364,80.73,8.073,45.0,M,Washington DC,DC,210.0,648.0
4275,91.02,9.102,50.0,M,Bethesda MD,MD,274.0,483.0
6705,105.1,10.51,55.0,F,Columbia MD,MD,128.0,236.0
4936,94.92,9.492,26.0,M,Moorestown NJ,NJ,1063.0,1457.0
749,79.05,7.905,40.0,F,Farmington Hills MI,MI,64.0,974.0
7739,110.45,11.045,30.0,F,Arlington VA,VA,1741.0,2228.0
6542,104.47,10.447,27.0,F,Hoboken NJ,NJ,1996.0,2782.0
964,80.78,8.078,29.0,F,Derwood MD,MD,319.0,2782.0
5128,98.98,9.898,37.0,F,Fairfax VA,VA,684.0,1367.0
7392,108.38,10.838,35.0,F,Leesburg VA,VA,1008.0,1367.0
5126,98.97,9.897,34.0,F,New York NY,NY,1140.0,2228.0
8531,116.0,11.6,53.0,F,Philadelphia PA,PA,343.0,397.0
7414,108.47,10.847,46.0,F,Washington DC,DC,406.0,554.0
1555,85.02,8.502,36.0,F,New York NY,NY,200.0,1367.0
145,68.98,6.898,34.0,F,New Market MD,MD,39.0,2228.0
8464,115.5,11.55,26.0,F,Bethesda CA,CA,2498.0,2782.0
254,63.05,6.305,35.0,M,Washington DC,DC,30.0,1093.0
4733,97.58,9.758,26.0,F,Baltimore MD,MD,1475.0,2782.0
1359,74.83,7.483,42.0,M,Arlington VA,VA,155.0,931.0
4731,93.68,9.368,35.0,M,Washington DC,DC,734.0,1093.0
3038,84.68,8.468,49.0,M,Springfield VA,VA,257.0,648.0
8144,113.27,11.327,53.0,F,Wetumpka AL,AL,325.0,397.0
8150,113.32,11.332,36.0,F,Alexandria VA,VA,1110.0,1367.0
4789,94.03,9.403,34.0,M,Fort Washington MD,MD,1020.0,1490.0
1583,76.22,7.622000000000000,48.0,M,Silver Spring MD,MD,132.0,648.0
4294,91.12,9.112,30.0,M,Arlington VA,VA,928.0,1490.0
566,67.75,6.775,29.0,M,Washington DC,DC,146.0,1457.0
808,70.25,7.025,27.0,M,Washington DC,DC,197.0,1457.0
9094,122.32,12.232,25.0,F,New York NY,NY,2648.0,2782.0
4962,98.38,9.838,28.0,F,Hauppauge NY,NY,1544.0,2782.0
8782,118.33,11.833,31.0,F,Fairfax VA,VA,1989.0,2228.0
373,65.1,6.51,30.0,M,Washington DC,DC,105.0,1490.0
3603,87.48,8.748,30.0,M,Herndon VA,VA,793.0,1490.0
4629,93.0,9.3,27.0,M,Washington DC,DC,1005.0,1457.0
2610,89.83,8.983000000000000,32.0,F,Washington DC,DC,579.0,2228.0
5927,102.25,10.225,35.0,M,Ashburn VA,VA,906.0,1093.0
514,76.35,7.635,39.0,F,Atlanta GA,GA,63.0,1367.0
5266,99.48,9.948,31.0,F,Falls Church VA,VA,1175.0,2228.0
8554,116.22,11.622,40.0,F,Rockville MD,MD,844.0,974.0
5302,99.63,9.963,27.0,F,Arlington VA,VA,1635.0,2782.0
4749,93.78,9.378,23.0,M,Manassas VA,VA,243.0,347.0
5969,102.63,10.263,37.0,M,Vienna VA,VA,912.0,1093.0
1729,85.98,8.598000000000000,35.0,F,Mt Arlington NJ,NJ,222.0,1367.0
1642,76.57,7.657,36.0,M,New York NY,NY,236.0,1093.0
2076,79.05,7.905,27.0,M,Manassas VA,VA,496.0,1457.0
7544,109.23,10.923,34.0,F,Bethesda MD,MD,1685.0,2228.0
96,66.88,6.688,31.0,F,Washington DC,DC,24.0,2228.0
6525,104.42,10.442,37.0,F,Bethesda MD,MD,880.0,1367.0
384,65.37,6.537000000000000,32.0,M,Washington DC,DC,110.0,1490.0
7731,110.4,11.04,27.0,F,Fairfax VA,VA,2316.0,2782.0
5741,100.52,10.052,43.0,M,Ellicott City MD,MD,743.0,931.0
8989,120.68,12.068,39.0,F,Arlington VA,VA,1249.0,1367.0
2101,79.13,7.9130000000000000,25.0,M,Washington DC,DC,503.0,1457.0
5537,98.85,9.885,60.0,M,Alexandria VA,VA,120.0,196.0
2223,79.83,7.983,26.0,M,Washington DC,DC,530.0,1457.0
447,75.63,7.563,29.0,F,Hollywood MD,MD,150.0,2782.0
2994,84.48,8.448,34.0,M,Arlington VA,VA,661.0,1490.0
2976,84.43,8.443,49.0,M,Falls Church VA,VA,253.0,648.0
9456,129.78,12.978,38.0,F,Haymarket VA,VA,1322.0,1367.0
852,70.67,7.067,41.0,M,Washington DC,DC,89.0,931.0
1690,85.72,8.572000000000000,29.0,F,Washington DC,DC,547.0,2782.0
5830,101.23,10.123,28.0,M,Columbia MD,MD,1224.0,1457.0
9619,136.12,13.612,50.0,F,Gaithersburg MD,MD,392.0,397.0
4534,92.43,9.243,35.0,M,Arlington VA,VA,697.0,1093.0
31,62.2,6.22,25.0,F,Washington DC,DC,18.0,2782.0
5829,101.22,10.122,28.0,M,Alexandria VA,VA,1223.0,1457.0
7819,110.97,11.097,23.0,F,Fairfax Station VA,VA,850.0,974.0
9692,142.63,14.263,37.0,F,Arlington VA,VA,1359.0,1367.0
855,79.88,7.988000000000000,31.0,F,Charlottesville VA,VA,195.0,2228.0
3832,94.62,9.462,27.0,F,Baltimore MD,MD,1174.0,2782.0
9351,127.43,12.743,59.0,F,Oak Hill VA,VA,226.0,236.0
419,65.9,6.59,25.0,M,Washington DC,DC,113.0,1457.0
4247,96.0,9.6,54.0,F,Leesburg VA,VA,140.0,397.0
6420,107.92,10.792,64.0,M,Lynchburg VA,VA,153.0,196.0
5704,100.22,10.022,28.0,M,Washington DC,DC,1202.0,1457.0
2505,89.35,8.935,35.0,F,Springfield VA,VA,322.0,1367.0
2888,91.0,9.1,28.0,F,"Washington, Dc DC",DC,911.0,2782.0
7643,109.92,10.992,23.0,F,Washington DC,DC,833.0,974.0
2993,91.45,9.145,27.0,F,Arlington VA,VA,943.0,2782.0
5919,101.95,10.195,27.0,F,Odenton MD,MD,1806.0,2782.0
3227,85.57,8.557,31.0,M,Washington DC,DC,710.0,1490.0
1751,86.07,8.607000000000000,29.0,F,Annandale VA,VA,563.0,2782.0
7476,108.83,10.883,35.0,F,Alexandria VA,VA,1020.0,1367.0
5414,100.08,10.008,42.0,F,Westminster MD,MD,518.0,974.0
3408,86.5,8.65,41.0,M,Potomac MD,MD,436.0,931.0
4453,96.75,9.675,35.0,F,New Cumberland PA,PA,591.0,1367.0
6674,104.98,10.498,31.0,F,Washington DC,DC,1489.0,2228.0
2485,81.53,8.153000000000000,39.0,M,Kensington MD,MD,356.0,1093.0
4051,89.8,8.98,23.0,M,New York NY,NY,211.0,347.0
1499,75.75,7.575,46.0,M,Hockessin DE,DE,124.0,648.0
5061,95.68,9.568,57.0,M,Arlington VA,VA,233.0,375.0
9203,124.1,12.41,23.0,F,Washington DC,DC,955.0,974.0
3624,93.88,9.388,24.0,F,New York NY,NY,475.0,974.0
6622,104.82,10.482,36.0,F,Washington DC,DC,895.0,1367.0
5243,96.85,9.685,66.0,M,Binghamton NY,NY,31.0,79.0
3906,94.87,9.487,49.0,F,Mechanicsville MD,MD,201.0,554.0
6114,102.75,10.275,30.0,F,Ellicott City MD,MD,1355.0,2228.0
4643,97.33,9.733,26.0,F,Arlington VA,VA,1444.0,2782.0
4813,94.2,9.42,30.0,M,Arlington VA,VA,1026.0,1490.0
2417,88.98,8.898,28.0,F,Alexandria VA,VA,760.0,2782.0
911,71.2,7.12,31.0,M,Alexandria VA,VA,233.0,1490.0
9444,129.45,12.945,39.0,F,Laurel MD,MD,1318.0,1367.0
1299,83.33,8.333,33.0,F,Brighton CO,CO,292.0,2228.0
5523,98.73,9.873,32.0,M,Columbus IN,IN,1180.0,1490.0
5862,101.55,10.155,35.0,M,Broadlands VA,VA,894.0,1093.0
8304,114.32,11.432,40.0,F,Chicago IL,IL,816.0,974.0
2435,89.08,8.908,23.0,F,Arlington VA,VA,311.0,974.0
4899,98.15,9.815,34.0,F,Washington DC,DC,1096.0,2228.0
